sourceID,Name,Latitude,Longitude,Sector
3588448,Russian Federation_West Siberia (Central)_Conventional onshore,63.23504,75.119633,oil-and-gas-transport
3588658,Iran_Rub al Khali_Conventional shelf,26.628663,52.290485,oil-and-gas-production
3588734,Russian Federation_West Siberia (Central)_Conventional onshore,63.23504,75.119633,oil-and-gas-production
3588450,Russian Federation_West Siberia (Sth Kara/Yamal)_Conventional onshore,69.358794,75.204174,oil-and-gas-transport
3588660,Iran_Zagros Foldbelt_Conventional onshore,30.987858,49.300001,oil-and-gas-production
3588592,Canada_West Canadian - Alberta_Oil sands,56.171622,-111.343719,oil-and-gas-production
3588738,Saudi Arabia_Widyan - North Arabian Gulf_Conventional onshore,25.711951,48.918548,oil-and-gas-production
3588784,United States_Appalachian_Shale gas,40.470847,-79.109126,oil-and-gas-production
3588795,United States_Delaware_Tight oil,31.920092,-103.66224,oil-and-gas-production
3588663,Iraq_Widyan - North Arabian Gulf_Conventional onshore,30.873037,47.148518,oil-and-gas-production
3588594,Canada_West Canadian - Alberta_Tight gas,54.778371,-118.281783,oil-and-gas-production
3588603,China_Ordos_Tight gas,38.233633,109.042652,oil-and-gas-production
4571361,Unincorporated South Australia,-30.10202249999992,137.0008409029071,net-shrubgrass
3588803,United States_Midland_Tight oil,31.89689,-101.623009,oil-and-gas-production
3588589,Canada_West Canadian - Alberta_Conventional onshore,54.590938,-116.760916,oil-and-gas-production
3588822,Venezuela_Maturin_Heavy oil,8.594271,-63.968765,oil-and-gas-production
3588445,Russian Federation_OtherBasins_OtherResources,58.879279,78.350221,oil-and-gas-transport
3588726,Qatar_Rub al Khali_LNG,26.285452,52.00221,oil-and-gas-production
3588581,Brazil_Santos_Deepwater,-24.997388,-42.835842,oil-and-gas-production
3588801,United States_Gulf Coast_Tight oil,28.979387,-98.502899,oil-and-gas-production
3588725,Qatar_Rub al Khali_Conventional shelf,26.019102,52.277641,oil-and-gas-production
3588731,Russian Federation_OtherBasins_OtherResources,58.879279,78.350221,oil-and-gas-production
3588655,Indonesia_OtherBasins_OtherResources,-1.166016,115.103625,oil-and-gas-production
3588498,United States_Appalachian_Shale gas,40.470847,-79.109126,oil-and-gas-transport
3588678,Kuwait_Widyan - North Arabian Gulf_Conventional onshore,29.248825,47.708025,oil-and-gas-production
2801126,Singapore,1.2871324273496478,104.0457535794748,international-shipping
3588787,United States_ArkLaTex_Shale gas,32.407337,-94.189656,oil-and-gas-production
8370488,Ilimpiyskiy rayon,65.60852050750015,97.68973545025662,net-forest-land
4621705,Kitikmeot,66.95702350000008,-112.67615394171348,net-shrubgrass
3588509,United States_Delaware_Tight oil,31.920092,-103.66224,oil-and-gas-transport
3588549,Algeria_Oued Mya_Conventional onshore,32.044538,5.392792,oil-and-gas-production
3588807,United States_OtherBasins_OtherResources,38.936733,-106.297681,oil-and-gas-production
3588604,China_OtherBasins_OtherResources,32.049994,105.87143,oil-and-gas-production
1566956,POSCO Gwangyang steel plant,34.9202665408761,127.73213505628,iron-and-steel
3588733,Russian Federation_Volga - Urals_Conventional onshore,54.455942,52.364843,oil-and-gas-production
3588739,Saudi Arabia_Widyan - North Arabian Gulf_Conventional shelf,27.751243,49.485784,oil-and-gas-production
3588821,Venezuela_Maturin_Conventional onshore,9.47457,-63.795621,oil-and-gas-production
1566610,Angang Steel Co Ltd,41.1392046339499,122.981078374674,iron-and-steel
3588452,Saudi Arabia_Widyan - North Arabian Gulf_Conventional onshore,25.711951,48.918548,oil-and-gas-transport
3588710,Norway_Northern North Sea_Conventional shelf,60.074968,2.42507,oil-and-gas-production
3588771,United Arab Emirates_OtherBasins_OtherResources,24.317356,54.996304,oil-and-gas-production
3588773,United Arab Emirates_Rub al Khali_Conventional shelf,24.929785,53.442442,oil-and-gas-production
3588657,Iran_OtherBasins_OtherResources,31.205799,52.694281,oil-and-gas-production
3588736,Russian Federation_West Siberia (Sth Kara/Yamal)_Conventional onshore,69.358794,75.204174,oil-and-gas-production
4963599,Siyanda,-27.39765548599993,21.33541633802008,net-shrubgrass
3588813,United States_Williston_Tight oil,47.945689,-103.150797,oil-and-gas-production
3588517,United States_Midland_Tight oil,31.89689,-101.623009,oil-and-gas-transport
3588547,Algeria_Illizi - Ghadames_Conventional onshore,30.252614,8.009636,oil-and-gas-production
3588729,Russian Federation_Nepa - Botuoba_Conventional onshore,59.477694,108.895999,oil-and-gas-production
449560,Surgut GRES-2 power station,61.2794,73.4889,electricity-generation
32440567,Baoshan Iron and Steel Co Ltd Headquarters,31.4381774241191,121.431570229596,iron-and-steel
4571087,MacDonnell,-24.45698642699989,133.49969903144637,net-shrubgrass
37806718,Los Angeles,33.888532650942814,-117.78192346222228,road-transportation
3588737,Saudi Arabia_OtherBasins_OtherResources,26.379098,46.093488,oil-and-gas-production
448452,Taean,36.9033,126.2343,electricity-generation
8387291,Yukon-Koyukuk,65.19268417400008,-154.12197386662905,net-forest-land
32267423,China,36.555066531858685,103.88361230063248,chemicals
449443,Taizhong Taichung,24.215,120.479,electricity-generation
1566560,Wuhan Iron and Steel Co Ltd,30.6248662827845,114.446923174352,iron-and-steel
3588692,Mexico_Salinas - Sureste_Conventional onshore,18.024024,-93.4158,oil-and-gas-production
25451405,Togtoh power station,40.1952,111.3589,electricity-generation
8372278,Srednekolymskiy rayon,67.82240665850006,153.33648876000365,net-forest-land
35020188,Tokyo,35.64023545761761,139.4533900319704,residential-onsite-fuel-usage
33998936,CHN-Yulin_methanol,38.0375438003888,109.55343316157,chemicals
3588664,Iraq_Zagros Foldbelt_Conventional onshore,34.862416,44.67747,oil-and-gas-production
37811971,New York,40.65518013209355,-74.47289110520872,road-transportation
